root,n01524359
n01524359,n01530575
n01524359,n01531178
n01524359,n01532829
n01524359,n01534433
n01524359,n01537544
n01524359,n01558993
n01524359,n01560419
n01524359,n01580077
n01524359,n01582220
n01524359,n01592084
n01524359,n01601694
root,n01674216
n01674216,n01675722
n01674216,n01677366
n01674216,n01682714
n01674216,n01685808
n01674216,n01687978
n01674216,n01688243
n01674216,n01689811
n01674216,n01692333
n01674216,n01693334
n01674216,n01694178
n01674216,n01695060
root,n01726692
n01726692,n01728572
n01726692,n01728920
n01726692,n01729322
n01726692,n01729977
n01726692,n01734418
n01726692,n01735189
n01726692,n01737021
n01726692,n01739381
n01726692,n01740131
n01726692,n01742172
n01726692,n01744401
n01726692,n01748264
n01726692,n01749939
n01726692,n01751748
n01726692,n01753488
n01726692,n01755581
n01726692,n01756291
root,n01844917
n01844917,n01847000
n01844917,n01855032
n01844917,n01855672
n01844917,n01860187
n01844917,n02002556
n01844917,n02002724
n01844917,n02006656
n01844917,n02007558
n01844917,n02009229
n01844917,n02009912
n01844917,n02011460
n01844917,n02012849
n01844917,n02013706
n01844917,n02017213
n01844917,n02018207
n01844917,n02018795
n01844917,n02025239
n01844917,n02027492
n01844917,n02028035
n01844917,n02033041
n01844917,n02037110
n01844917,n02051845
n01844917,n02056570
n01844917,n02058221
root,n02087551
n02087551,n02088094
n02087551,n02088238
n02087551,n02088364
n02087551,n02088466
n02087551,n02088632
n02087551,n02089078
n02087551,n02089867
n02087551,n02089973
n02087551,n02090379
n02087551,n02090622
n02087551,n02090721
n02087551,n02091032
n02087551,n02091134
n02087551,n02091244
n02087551,n02091467
n02087551,n02091635
n02087551,n02091831
n02087551,n02092002
n02087551,n02092339
root,n02092468
n02092468,n02093256
n02092468,n02093428
n02092468,n02093647
n02092468,n02093754
n02092468,n02093859
n02092468,n02093991
n02092468,n02094114
n02092468,n02094258
n02092468,n02094433
n02092468,n02095314
n02092468,n02095570
n02092468,n02095889
n02092468,n02096051
n02092468,n02096177
n02092468,n02096294
n02092468,n02096437
n02092468,n02096585
n02092468,n02097047
n02092468,n02097130
n02092468,n02097209
n02092468,n02097298
n02092468,n02097474
n02092468,n02097658
n02092468,n02098105
n02092468,n02098286
n02092468,n02098413
root,n02120997
n02120997,n02123045
n02120997,n02123159
n02120997,n02123394
n02120997,n02123597
n02120997,n02124075
n02120997,n02125311
n02120997,n02127052
n02120997,n02128385
n02120997,n02128757
n02120997,n02128925
n02120997,n02129165
n02120997,n02129604
n02120997,n02130308
root,n02370806
n02370806,n02389026
n02370806,n02391049
n02370806,n02395406
n02370806,n02396427
n02370806,n02397096
n02370806,n02398521
n02370806,n02403003
n02370806,n02408429
n02370806,n02410509
n02370806,n02412080
n02370806,n02415577
n02370806,n02417914
n02370806,n02422106
n02370806,n02422699
n02370806,n02423022
n02370806,n02437312
n02370806,n02437616
root,n02469914
n02469914,n02480495
n02469914,n02480855
n02469914,n02481823
n02469914,n02483362
n02469914,n02483708
n02469914,n02484975
n02469914,n02486261
n02469914,n02486410
n02469914,n02487347
n02469914,n02488291
n02469914,n02488702
n02469914,n02489166
n02469914,n02490219
n02469914,n02492035
n02469914,n02492660
n02469914,n02493509
n02469914,n02493793
n02469914,n02494079
n02469914,n02497673
n02469914,n02500267
root,n02913152
n02913152,n02727426
n02913152,n02793495
n02913152,n02859443
n02913152,n03028079
n02913152,n03032252
n02913152,n03457902
n02913152,n03529860
n02913152,n03661043
n02913152,n03781244
n02913152,n03788195
n02913152,n03877845
n02913152,n03956157
n02913152,n04081281
n02913152,n04346328
root,n03125870
n03125870,n02687172
n03125870,n02690373
n03125870,n02692877
n03125870,n02782093
n03125870,n02951358
n03125870,n02981792
n03125870,n03095699
n03125870,n03344393
n03125870,n03447447
n03125870,n03662601
n03125870,n03673027
n03125870,n03947888
n03125870,n04147183
n03125870,n04266014
n03125870,n04273569
n03125870,n04347754
n03125870,n04483307
n03125870,n04552348
n03125870,n04606251
n03125870,n04612504
root,n03278248
n03278248,n02979186
n03278248,n02988304
n03278248,n02992529
n03278248,n03085013
n03278248,n03187595
n03278248,n03584254
n03278248,n03777754
n03278248,n03782006
n03278248,n03857828
n03278248,n03902125
n03278248,n04392985
root,n03297735
n03297735,n02776631
n03297735,n02791270
n03297735,n02871525
n03297735,n02927161
n03297735,n03089624
n03297735,n03461385
n03297735,n04005630
n03297735,n04200800
n03297735,n04443257
n03297735,n04462240
root,n03414162
n03414162,n02799071
n03414162,n02802426
n03414162,n03134739
n03414162,n03445777
n03414162,n03598930
n03414162,n03942813
n03414162,n04023962
n03414162,n04118538
n03414162,n04254680
n03414162,n04409515
n03414162,n04540053
n03414162,n06785654
root,n03419014
n03419014,n02667093
n03419014,n02837789
n03419014,n02865351
n03419014,n02883205
n03419014,n02892767
n03419014,n02963159
n03419014,n03188531
n03419014,n03325584
n03419014,n03404251
n03419014,n03534580
n03419014,n03594734
n03419014,n03595614
n03419014,n03617480
n03419014,n03630383
n03419014,n03710721
n03419014,n03770439
n03419014,n03866082
n03419014,n03980874
n03419014,n04136333
n03419014,n04325704
n03419014,n04350905
n03419014,n04370456
n03419014,n04371430
n03419014,n04479046
n03419014,n04591157
root,n03574816
n03574816,n02708093
n03574816,n02749479
n03574816,n02794156
n03574816,n02841315
n03574816,n02879718
n03574816,n02950826
n03574816,n03196217
n03574816,n03197337
n03574816,n03467068
n03574816,n03544143
n03574816,n03692522
n03574816,n03706229
n03574816,n03773504
n03574816,n03841143
n03574816,n03891332
n03574816,n04008634
n03574816,n04009552
n03574816,n04044716
n03574816,n04086273
n03574816,n04090263
n03574816,n04118776
n03574816,n04141975
n03574816,n04317175
n03574816,n04328186
n03574816,n04355338
n03574816,n04356056
n03574816,n04376876
n03574816,n04548280
root,n03800933
n03800933,n02672831
n03800933,n02676566
n03800933,n02787622
n03800933,n02804610
n03800933,n02992211
n03800933,n03017168
n03800933,n03110669
n03800933,n03249569
n03800933,n03272010
n03800933,n03372029
n03800933,n03394916
n03800933,n03447721
n03800933,n03452741
n03800933,n03494278
n03800933,n03495258
n03800933,n03720891
n03800933,n03721384
n03800933,n03838899
n03800933,n03840681
n03800933,n03854065
n03800933,n03884397
n03800933,n04141076
n03800933,n04311174
n03800933,n04487394
n03800933,n04515003
n03800933,n04536866
root,n04014297
n04014297,n02825657
n04014297,n02840245
n04014297,n02843684
n04014297,n02895154
n04014297,n03000247
n04014297,n03146219
n04014297,n03220513
n04014297,n03347037
n04014297,n03424325
n04014297,n03527444
n04014297,n03637318
n04014297,n03657121
n04014297,n03788365
n04014297,n03929855
n04014297,n04141327
n04014297,n04192698
n04014297,n04229816
n04014297,n04417672
n04014297,n04423845
n04014297,n04435653
n04014297,n04507155
n04014297,n04523525
n04014297,n04589890
n04014297,n04590129
root,n04081844
n04081844,n02910353
n04081844,n03075370
n04081844,n03208938
n04081844,n03476684
n04081844,n03627232
n04081844,n03803284
n04081844,n03804744
n04081844,n03874599
n04081844,n04127249
n04081844,n04153751
n04081844,n04162706
root,n04451818
n04451818,n02951585
n04451818,n03041632
n04451818,n03109150
n04451818,n03481172
n04451818,n03498962
n04451818,n03649909
n04451818,n03658185
n04451818,n03954731
n04451818,n03967562
n04451818,n03970156
n04451818,n04154565
n04451818,n04208210
root,n02098550
n02098550,n02099267
n02098550,n02099429
n02098550,n02099601
n02098550,n02099712
n02098550,n02099849
n02098550,n02100236
n02098550,n02100583
n02098550,n02100735
n02098550,n02100877
n02098550,n02101006
n02098550,n02101388
n02098550,n02101556
n02098550,n02102040
n02098550,n02102177
n02098550,n02102318
n02098550,n02102480
n02098550,n02102973
root,n03257877
n03257877,n03207941
n03257877,n03259280
n03257877,n03297495
n03257877,n03483316
n03257877,n03584829
n03257877,n03761084
n03257877,n04070727
n03257877,n04111531
n03257877,n04442312
n03257877,n04517823
n03257877,n04542943
n03257877,n04554684
root,n03405265
n03405265,n02791124
n03405265,n02804414
n03405265,n02870880
n03405265,n03016953
n03405265,n03018349
n03405265,n03125729
n03405265,n03131574
n03405265,n03179701
n03405265,n03201208
n03405265,n03290653
n03405265,n03337140
n03405265,n03376595
n03405265,n03388549
n03405265,n03742115
n03405265,n03891251
n03405265,n03998194
n03405265,n04099969
n03405265,n04344873
n03405265,n04380533
n03405265,n04429376
n03405265,n04447861
n03405265,n04550184
root,n03699975
n03699975,n02666196
n03699975,n02977058
n03699975,n03180011
n03699975,n03485407
n03699975,n03496892
n03699975,n03642806
n03699975,n03832673
n03699975,n04238763
n03699975,n04243546
n03699975,n04428191
n03699975,n04525305
n03699975,n06359193
root,n03738472
n03738472,n02966193
n03738472,n02974003
n03738472,n03425413
n03738472,n03532672
n03738472,n03874293
n03738472,n03944341
n03738472,n03992509
n03738472,n04019541
n03738472,n04040759
n03738472,n04067472
n03738472,n04371774
n03738472,n04372370
root,n03791235
n03791235,n02701002
n03791235,n02704792
n03791235,n02814533
n03791235,n02930766
n03791235,n03100240
n03791235,n03345487
n03791235,n03417042
n03791235,n03444034
n03791235,n03445924
n03791235,n03594945
n03791235,n03670208
n03791235,n03770679
n03791235,n03777568
n03791235,n03785016
n03791235,n03796401
n03791235,n03930630
n03791235,n03977966
n03791235,n04037443
n03791235,n04252225
n03791235,n04285008
n03791235,n04461696
n03791235,n04467665
root,n00020090
n00020090,n03314780
n00020090,n07565083
n00020090,n07579787
n00020090,n07583066
n00020090,n07584110
n00020090,n07590611
n00020090,n07613480
n00020090,n07614500
n00020090,n07615774
n00020090,n07697313
n00020090,n07697537
n00020090,n07802026
n00020090,n07831146
n00020090,n07836838
n00020090,n07860988
n00020090,n07873807
n00020090,n07875152
n00020090,n07880968
n00020090,n07892512
n00020090,n07920052
n00020090,n07930864
n00020090,n07932039
root,n01473806
n01473806,n01440764
n01473806,n01443537
n01473806,n01484850
n01473806,n01491361
n01473806,n01494475
n01473806,n01496331
n01473806,n01498041
n01473806,n02514041
n01473806,n02526121
n01473806,n02536864
n01473806,n02606052
n01473806,n02607072
n01473806,n02640242
n01473806,n02641379
n01473806,n02643566
n01473806,n02655020
root,n02103406
n02103406,n02104029
n02103406,n02104365
n02103406,n02105056
n02103406,n02105162
n02103406,n02105251
n02103406,n02105412
n02103406,n02105505
n02103406,n02105641
n02103406,n02105855
n02103406,n02106030
n02103406,n02106166
n02103406,n02106382
n02103406,n02106550
n02103406,n02106662
n02103406,n02107142
n02103406,n02107312
n02103406,n02107574
n02103406,n02107683
n02103406,n02107908
n02103406,n02108000
n02103406,n02108089
n02103406,n02108422
n02103406,n02108551
n02103406,n02108915
n02103406,n02109047
n02103406,n02109525
n02103406,n02109961
n02103406,n02110063
n02103406,n02110185
n02103406,n02110627
root,n02159955
n02159955,n02165105
n02159955,n02165456
n02159955,n02167151
n02159955,n02168699
n02159955,n02169497
n02159955,n02172182
n02159955,n02174001
n02159955,n02177972
n02159955,n02190166
n02159955,n02206856
n02159955,n02219486
n02159955,n02226429
n02159955,n02229544
n02159955,n02231487
n02159955,n02233338
n02159955,n02236044
n02159955,n02256656
n02159955,n02259212
n02159955,n02264363
n02159955,n02268443
n02159955,n02268853
n02159955,n02276258
n02159955,n02277742
n02159955,n02279972
n02159955,n02280649
n02159955,n02281406
n02159955,n02281787
root,n03839993
n03839993,n02788148
n03839993,n02894605
n03839993,n03000134
n03839993,n03160309
n03839993,n03459775
n03839993,n03930313
n03839993,n04239074
n03839993,n04326547
n03839993,n04501370
n03839993,n04604644
root,n04531098
n04531098,n02795169
n04531098,n02808440
n04531098,n02815834
n04531098,n02823428
n04531098,n02909870
n04531098,n02939185
n04531098,n03063599
n04531098,n03063689
n04531098,n03633091
n04531098,n03786901
n04531098,n03937543
n04531098,n03950228
n04531098,n03983396
n04531098,n04049303
n04531098,n04398044
n04531098,n04493381
n04531098,n04522168
n04531098,n04553703
n04531098,n04557648
n04531098,n04560804
n04531098,n04562935
n04531098,n04579145
n04531098,n04591713
root,n09287968
n09287968,n09193705
n09287968,n09246464
n09287968,n09256479
n09287968,n09288635
n09287968,n09332890
n09287968,n09399592
n09287968,n09421951
n09287968,n09428293
n09287968,n09468604
n09287968,n09472597
root,n15046900
n15046900,n07714571
n15046900,n07714990
n15046900,n07715103
n15046900,n07716358
n15046900,n07716906
n15046900,n07717410
n15046900,n07717556
n15046900,n07718472
n15046900,n07718747
n15046900,n07720875
n15046900,n07730033
n15046900,n07734744
n15046900,n07742313
n15046900,n07745940
n15046900,n07747607
n15046900,n07749582
n15046900,n07753113
n15046900,n07753275
n15046900,n07753592
n15046900,n07754684
n15046900,n07760859
n15046900,n07768694
